title,company,location,description,tags,date_posted,salary,url,search_term,full_text,skills_found,skills_str,skill_count
Member of Technical Staff Applied ML RecSys,Liquid AI,Cambridge,"<h2><strong>About Liquid AI</strong></h2><p style=""min-height:1.5em"">Spun out of MIT CSAIL, we build general-purpose AI systems that run efficiently across deployment targets, from data center accelerators to on-device hardware, ensuring low latency, minimal memory usage, privacy, and reliability. We partner with enterprises across consumer electronics, automotive, life sciences, and financial services. We are scaling rapidly and need exceptional people to help us get there.</p><p style=""min-height:1.5em""></p><h2><strong>The Opportunity</strong></h2><p style=""min-height:1.5em"">This is a rare chance to apply frontier sequential recommendation architectures to real enterprise problems at scale. You will own applied ML work end-to-end for recommendation system workloads, adapting Liquid Foundation Models for customers who need personalization and ranking capabilities that run efficiently under production constraints.</p><p style=""min-height:1.5em"">Unlike most recommendation roles that are siloed into a single product surface, this role gives you full ownership over how large-scale recommendation models are adapted, evaluated, and deployed for enterprise customers. Between engagements, you will build reusable applied tooling and workflows that accelerate future delivery.</p><p style=""min-height:1.5em"">If you care about data quality at scale, user behavior modeling, and making recommendation systems actually work in enterprise production environments, this is the role.</p><p style=""min-height:1.5em""></p><h2><strong>What Weâre Looking For</strong></h2><p style=""min-height:1.5em"">We need someone who:</p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em""><strong>Takes ownership: </strong>Owns customer recommendation system engagements end-to-end, from requirements through delivery and evaluation.</p></li><li><p style=""min-height:1.5em""><strong>Thinks at scale: </strong>Can reason about user interaction data, sequential modeling, feature engineering, and evaluation across large-scale production systems.</p></li><li><p style=""min-height:1.5em""><strong>Is pragmatic: </strong>Optimizes for measurable customer outcomes (engagement, conversion, revenue lift) over theoretical novelty.</p></li><li><p style=""min-height:1.5em""><strong>Communicates clearly: </strong>Can translate between customer business metrics and internal technical decisions, and push back when needed.</p></li></ul><p style=""min-height:1.5em""></p><h2><strong>The Work</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Act as the technical owner for enterprise customer engagements involving recommendation and ranking workloads</p></li><li><p style=""min-height:1.5em"">Translate customer requirements into concrete specifications for recommendation models</p></li><li><p style=""min-height:1.5em"">Design and execute data pipelines for user interaction data, feature engineering, and training data curation at scale</p></li><li><p style=""min-height:1.5em"">Fine-tune and adapt large-scale sequential recommendation models (e.g., HSTU-style architectures) for customer-specific use cases</p></li><li><p style=""min-height:1.5em"">Design task-specific evaluations for recommendation model performance (ranking quality, latency, throughput) and interpret results</p></li><li><p style=""min-height:1.5em"">Build reusable applied tooling and workflows that accelerate future customer engagements</p></li></ul><p style=""min-height:1.5em""></p><h2><strong>Desired Experience</strong></h2><p style=""min-height:1.5em""><strong>Must-have:</strong></p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Hands-on experience building or fine-tuning recommendation models at scale (not just off-the-shelf collaborative filtering)</p></li><li><p style=""min-height:1.5em"">Experience with sequential recommendation architectures, user behavior modeling, or large-scale ranking systems</p></li><li><p style=""min-height:1.5em"">Strong intuition for data quality and evaluation design in recommendation contexts (offline metrics, A/B testing, business metric alignment)</p></li><li><p style=""min-height:1.5em"">Experience with large-scale data pipelines for user interaction data and feature engineering</p></li><li><p style=""min-height:1.5em"">Proficiency in Python and PyTorch with autonomous coding and debugging ability</p></li></ul><p style=""min-height:1.5em""><strong>Nice-to-have:</strong></p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Experience with transformer-based recommendation architectures (HSTU, SASRec, BERT4Rec, or similar)</p></li><li><p style=""min-height:1.5em"">Experience delivering recommendation systems to external customers with measurable business outcomes</p></li><li><p style=""min-height:1.5em"">Familiarity with serving recommendation models under latency and throughput constraints</p></li></ul><p style=""min-height:1.5em""></p><h2><strong>What Success Looks Like (Year One)</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Independently owns and delivers enterprise recommendation system engagements with minimal oversight</p></li><li><p style=""min-height:1.5em"">Is trusted by customers as the technical owner, demonstrating strong judgment on the tradeoffs between model quality, latency, and business impact</p></li><li><p style=""min-height:1.5em"">Has built reusable applied workflows or tooling that accelerate future customer engagements</p></li></ul><p style=""min-height:1.5em""></p><h2><strong>What We Offer</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em""><strong>Real ML work: </strong>You will build and adapt large-scale recommendation models for enterprise customers, working with frontier architectures like HSTU under real production constraints.</p></li><li><p style=""min-height:1.5em""><strong>Compensation: </strong>Competitive base salary with equity in a unicorn-stage company</p></li><li><p style=""min-height:1.5em""><strong>Health: </strong>We pay 100% of medical, dental, and vision premiums for employees and dependents</p></li><li><p style=""min-height:1.5em""><strong>Financial: </strong>401(k) matching up to 4% of base pay</p></li><li><p style=""min-height:1.5em""><strong>Time Off: </strong>Unlimited PTO plus company-wide Refill Days throughout the year</p></li></ul><br/><br/>Please mention the word **LYRICAL** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","ai, machine learning, engineer, engineering, data science, analytics",2026-05-19T08:00:08+00:00,,https://remoteOK.com/remote-jobs/remote-member-of-technical-staff-applied-ml-recsys-liquid-ai-1131627,machine-learning,"<h2><strong>About Liquid AI</strong></h2><p style=""min-height:1.5em"">Spun out of MIT CSAIL, we build general-purpose AI systems that run efficiently across deployment targets, from data center accelerators to on-device hardware, ensuring low latency, minimal memory usage, privacy, and reliability. We partner with enterprises across consumer electronics, automotive, life sciences, and financial services. We are scaling rapidly and need exceptional people to help us get there.</p><p style=""min-height:1.5em""></p><h2><strong>The Opportunity</strong></h2><p style=""min-height:1.5em"">This is a rare chance to apply frontier sequential recommendation architectures to real enterprise problems at scale. You will own applied ML work end-to-end for recommendation system workloads, adapting Liquid Foundation Models for customers who need personalization and ranking capabilities that run efficiently under production constraints.</p><p style=""min-height:1.5em"">Unlike most recommendation roles that are siloed into a single product surface, this role gives you full ownership over how large-scale recommendation models are adapted, evaluated, and deployed for enterprise customers. Between engagements, you will build reusable applied tooling and workflows that accelerate future delivery.</p><p style=""min-height:1.5em"">If you care about data quality at scale, user behavior modeling, and making recommendation systems actually work in enterprise production environments, this is the role.</p><p style=""min-height:1.5em""></p><h2><strong>What Weâre Looking For</strong></h2><p style=""min-height:1.5em"">We need someone who:</p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em""><strong>Takes ownership: </strong>Owns customer recommendation system engagements end-to-end, from requirements through delivery and evaluation.</p></li><li><p style=""min-height:1.5em""><strong>Thinks at scale: </strong>Can reason about user interaction data, sequential modeling, feature engineering, and evaluation across large-scale production systems.</p></li><li><p style=""min-height:1.5em""><strong>Is pragmatic: </strong>Optimizes for measurable customer outcomes (engagement, conversion, revenue lift) over theoretical novelty.</p></li><li><p style=""min-height:1.5em""><strong>Communicates clearly: </strong>Can translate between customer business metrics and internal technical decisions, and push back when needed.</p></li></ul><p style=""min-height:1.5em""></p><h2><strong>The Work</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Act as the technical owner for enterprise customer engagements involving recommendation and ranking workloads</p></li><li><p style=""min-height:1.5em"">Translate customer requirements into concrete specifications for recommendation models</p></li><li><p style=""min-height:1.5em"">Design and execute data pipelines for user interaction data, feature engineering, and training data curation at scale</p></li><li><p style=""min-height:1.5em"">Fine-tune and adapt large-scale sequential recommendation models (e.g., HSTU-style architectures) for customer-specific use cases</p></li><li><p style=""min-height:1.5em"">Design task-specific evaluations for recommendation model performance (ranking quality, latency, throughput) and interpret results</p></li><li><p style=""min-height:1.5em"">Build reusable applied tooling and workflows that accelerate future customer engagements</p></li></ul><p style=""min-height:1.5em""></p><h2><strong>Desired Experience</strong></h2><p style=""min-height:1.5em""><strong>Must-have:</strong></p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Hands-on experience building or fine-tuning recommendation models at scale (not just off-the-shelf collaborative filtering)</p></li><li><p style=""min-height:1.5em"">Experience with sequential recommendation architectures, user behavior modeling, or large-scale ranking systems</p></li><li><p style=""min-height:1.5em"">Strong intuition for data quality and evaluation design in recommendation contexts (offline metrics, A/B testing, business metric alignment)</p></li><li><p style=""min-height:1.5em"">Experience with large-scale data pipelines for user interaction data and feature engineering</p></li><li><p style=""min-height:1.5em"">Proficiency in Python and PyTorch with autonomous coding and debugging ability</p></li></ul><p style=""min-height:1.5em""><strong>Nice-to-have:</strong></p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Experience with transformer-based recommendation architectures (HSTU, SASRec, BERT4Rec, or similar)</p></li><li><p style=""min-height:1.5em"">Experience delivering recommendation systems to external customers with measurable business outcomes</p></li><li><p style=""min-height:1.5em"">Familiarity with serving recommendation models under latency and throughput constraints</p></li></ul><p style=""min-height:1.5em""></p><h2><strong>What Success Looks Like (Year One)</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Independently owns and delivers enterprise recommendation system engagements with minimal oversight</p></li><li><p style=""min-height:1.5em"">Is trusted by customers as the technical owner, demonstrating strong judgment on the tradeoffs between model quality, latency, and business impact</p></li><li><p style=""min-height:1.5em"">Has built reusable applied workflows or tooling that accelerate future customer engagements</p></li></ul><p style=""min-height:1.5em""></p><h2><strong>What We Offer</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em""><strong>Real ML work: </strong>You will build and adapt large-scale recommendation models for enterprise customers, working with frontier architectures like HSTU under real production constraints.</p></li><li><p style=""min-height:1.5em""><strong>Compensation: </strong>Competitive base salary with equity in a unicorn-stage company</p></li><li><p style=""min-height:1.5em""><strong>Health: </strong>We pay 100% of medical, dental, and vision premiums for employees and dependents</p></li><li><p style=""min-height:1.5em""><strong>Financial: </strong>401(k) matching up to 4% of base pay</p></li><li><p style=""min-height:1.5em""><strong>Time Off: </strong>Unlimited PTO plus company-wide Refill Days throughout the year</p></li></ul><br/><br/>Please mention the word **LYRICAL** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human. ai, machine learning, engineer, engineering, data science, analytics","['python', 'machine learning', 'pytorch']","python, machine learning, pytorch",3
Don't See Your Role Apply Here,Reflection,"London, ","<strong>Our Mission<br><br></strong>Reflectionâs mission is to <strong>build open superintelligence and make it accessible to all</strong>.<br><br>Weâre developing open weight models for individuals, agents, enterprises, and even nation states. Our team of AI researchers and company builders come from DeepMind, OpenAI, Google Brain, Meta, Character.AI, Anthropic and beyond.<br><br>We're always open to great people. If you're aligned with our mission but don't see the right role, we'd love to hear from you.<br><br><strong>What We Offer<br><br></strong>We believe that to build superintelligence that is truly open, you need to start at the foundation. Joining Reflection means building from the ground up as part of a small talent-dense team. You will help define our future as a company, and help define the frontier of open foundational models.<br><br>We want you to do the most impactful work of your career with the confidence that you and the people you care about most are supported.<br><br><ul><li>Top-tier compensation: Salary and equity structured to recognize and retain the best talent globally.</li><li>Health &amp; wellness: Comprehensive medical, dental, vision, life, and disability insurance.</li><li>Life &amp; family: Fully paid parental leave for all new parents, including adoptive and surrogate journeys. Financial support for family planning.</li><li>Benefits &amp; balance: paid time off when you need it, relocation support, and more perks that optimize your time. </li><li>Opportunities to connect with teammates: lunch and dinner are provided daily. We have regular off-sites and team celebrations.<br><br></li></ul><br/><br/>Please mention the word **OPENNESS** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","ai, artificial intelligence, machine learning, engineer",2026-05-17T11:14:15+00:00,,https://remoteOK.com/remote-jobs/remote-dont-see-your-role-apply-here-reflection-1131958,machine-learning,"<strong>Our Mission<br><br></strong>Reflectionâs mission is to <strong>build open superintelligence and make it accessible to all</strong>.<br><br>Weâre developing open weight models for individuals, agents, enterprises, and even nation states. Our team of AI researchers and company builders come from DeepMind, OpenAI, Google Brain, Meta, Character.AI, Anthropic and beyond.<br><br>We're always open to great people. If you're aligned with our mission but don't see the right role, we'd love to hear from you.<br><br><strong>What We Offer<br><br></strong>We believe that to build superintelligence that is truly open, you need to start at the foundation. Joining Reflection means building from the ground up as part of a small talent-dense team. You will help define our future as a company, and help define the frontier of open foundational models.<br><br>We want you to do the most impactful work of your career with the confidence that you and the people you care about most are supported.<br><br><ul><li>Top-tier compensation: Salary and equity structured to recognize and retain the best talent globally.</li><li>Health &amp; wellness: Comprehensive medical, dental, vision, life, and disability insurance.</li><li>Life &amp; family: Fully paid parental leave for all new parents, including adoptive and surrogate journeys. Financial support for family planning.</li><li>Benefits &amp; balance: paid time off when you need it, relocation support, and more perks that optimize your time. </li><li>Opportunities to connect with teammates: lunch and dinner are provided daily. We have regular off-sites and team celebrations.<br><br></li></ul><br/><br/>Please mention the word **OPENNESS** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human. ai, artificial intelligence, machine learning, engineer",['machine learning'],machine learning,1
Senior Software Engineer,Phaidra,Remote - United States,"About Phaidra

Phaidra is building the future of industrial automation.

The world today is filled with static, monolithic infrastructure. Factories, power plants, buildings, etc. operate the same they've operated for decades â because the controls programming is hard-coded. Thousands of lines of rules and heuristics that define how the machines interact with each other. The result of all this hard-coding is that facilities are frozen in time, unable to adapt to their environment while their performance slowly degrades.

Phaidra creates AI-powered control systems for the industrial sector, enabling industrial facilities to automatically learn and improve over time. Specifically:

We use reinforcement learning algorithms to provide this intelligence, converting raw sensor data into high-value actions and decisions.
We focus on industrial applications, which tend to be well-sensorized with measurable KPIs â perfect for reinforcement learning.
We enable domain experts (our users) to configure the AI control systems (i.e. agents) without writing code. They define what they want their AI agents to do, and we do it for them.

Our team has a track record of applying AI to some of the toughest problems. From achieving superhuman performance with DeepMind's AlphaGo, to reducing the energy required to cool Google's Data Centers by 40%, we deeply understand AI and how to apply it in production for massive impact.

Phaidraâs ability to achieve its mission is determined by our ability to work together â as defined by our core values: Transparency, Collaboration, Operational Excellence, Ownership, and Empathy. We seek individuals who embody these values, as they are instrumental i<br/><br/>Please mention the word **ASTOUNDED** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","senior, engineer, software, ai, machine learning, artificial intelligence",2026-05-13T00:00:19+00:00,,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-phaidra-1131567,machine-learning,"About Phaidra

Phaidra is building the future of industrial automation.

The world today is filled with static, monolithic infrastructure. Factories, power plants, buildings, etc. operate the same they've operated for decades â because the controls programming is hard-coded. Thousands of lines of rules and heuristics that define how the machines interact with each other. The result of all this hard-coding is that facilities are frozen in time, unable to adapt to their environment while their performance slowly degrades.

Phaidra creates AI-powered control systems for the industrial sector, enabling industrial facilities to automatically learn and improve over time. Specifically:

We use reinforcement learning algorithms to provide this intelligence, converting raw sensor data into high-value actions and decisions.
We focus on industrial applications, which tend to be well-sensorized with measurable KPIs â perfect for reinforcement learning.
We enable domain experts (our users) to configure the AI control systems (i.e. agents) without writing code. They define what they want their AI agents to do, and we do it for them.

Our team has a track record of applying AI to some of the toughest problems. From achieving superhuman performance with DeepMind's AlphaGo, to reducing the energy required to cool Google's Data Centers by 40%, we deeply understand AI and how to apply it in production for massive impact.

Phaidraâs ability to achieve its mission is determined by our ability to work together â as defined by our core values: Transparency, Collaboration, Operational Excellence, Ownership, and Empathy. We seek individuals who embody these values, as they are instrumental i<br/><br/>Please mention the word **ASTOUNDED** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human. senior, engineer, software, ai, machine learning, artificial intelligence",['machine learning'],machine learning,1
Data Scientist,YO IT Consulting,"Melbourne, Melbourne, Victoria, Australia","<strong>Job Title: Data Scientist<br><br></strong><strong>Job Type: Contractor<br><br></strong><strong>Location: Remote<br><br></strong><strong>Job Summary<br><br></strong>Join our customer team as a Data Scientist and play a pivotal role in transforming data into actionable insights that drive business growth. You will leverage your expertise in statistics, mathematics, and programming to tackle challenging data problems, ensuring clean, robust, and insightful analyses. This is an exciting opportunity to work in a dynamic, expert-driven environment that values clear communication and innovative thinking.<br><br><strong>Key Responsibilities<br><br></strong><ul><li>Collect, clean, and preprocess diverse data sets to ensure integrity and readiness for analysis.</li><li>Develop, validate, and implement statistical models to extract actionable insights from complex data.</li><li>Conduct exploratory data analysis to identify trends, patterns, and opportunities for business improvement.</li><li>Present findings and recommendations through compelling data visualizations and reports, tailored for technical and non-technical stakeholders.</li><li>Collaborate closely with team members to design and execute end-to-end data projects, from ideation to delivery.</li><li>Continuously improve analytical methodologies and automation processes to enhance data workflows.</li><li>Communicate effectively in both written and verbal formats, ensuring clarity and impact of data-driven recommendations.<br><br></li></ul><strong>Required Skills And Qualifications<br><br></strong><ul><li>Expertise in statistics, mathematics, and data analysis techniques.</li><li>Proven experience in collecting, handling, and cleaning large, complex data sets.</li><li>Proficiency in programming languages such as Python, R, or similar for data manipulation and modeling.</li><li>Strong data modeling skills with experience in building and validating predictive models.</li><li>Advanced ability to visualize data using tools like Tableau, Power BI, or related libraries.</li><li>Meticulous attention to detail and commitment to data quality at every stage.</li><li>Excellent written and verbal communication skills, with an emphasis on clarity and precision.<br><br></li></ul><strong>Preferred Qualifications<br><br></strong><ul><li>Experience working in a remote, cross-functional, or customer-focused team environment.</li><li>Background in developing and deploying machine learning solutions in production settings.</li></ul><br/><br/>Please mention the word **ADVANTAGE** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","data science, python, machine learning, analytics, stats, mathematics",2026-05-02T13:44:09+00:00,,https://remoteOK.com/remote-jobs/remote-data-scientist-yo-it-consulting-1131888,machine-learning,"<strong>Job Title: Data Scientist<br><br></strong><strong>Job Type: Contractor<br><br></strong><strong>Location: Remote<br><br></strong><strong>Job Summary<br><br></strong>Join our customer team as a Data Scientist and play a pivotal role in transforming data into actionable insights that drive business growth. You will leverage your expertise in statistics, mathematics, and programming to tackle challenging data problems, ensuring clean, robust, and insightful analyses. This is an exciting opportunity to work in a dynamic, expert-driven environment that values clear communication and innovative thinking.<br><br><strong>Key Responsibilities<br><br></strong><ul><li>Collect, clean, and preprocess diverse data sets to ensure integrity and readiness for analysis.</li><li>Develop, validate, and implement statistical models to extract actionable insights from complex data.</li><li>Conduct exploratory data analysis to identify trends, patterns, and opportunities for business improvement.</li><li>Present findings and recommendations through compelling data visualizations and reports, tailored for technical and non-technical stakeholders.</li><li>Collaborate closely with team members to design and execute end-to-end data projects, from ideation to delivery.</li><li>Continuously improve analytical methodologies and automation processes to enhance data workflows.</li><li>Communicate effectively in both written and verbal formats, ensuring clarity and impact of data-driven recommendations.<br><br></li></ul><strong>Required Skills And Qualifications<br><br></strong><ul><li>Expertise in statistics, mathematics, and data analysis techniques.</li><li>Proven experience in collecting, handling, and cleaning large, complex data sets.</li><li>Proficiency in programming languages such as Python, R, or similar for data manipulation and modeling.</li><li>Strong data modeling skills with experience in building and validating predictive models.</li><li>Advanced ability to visualize data using tools like Tableau, Power BI, or related libraries.</li><li>Meticulous attention to detail and commitment to data quality at every stage.</li><li>Excellent written and verbal communication skills, with an emphasis on clarity and precision.<br><br></li></ul><strong>Preferred Qualifications<br><br></strong><ul><li>Experience working in a remote, cross-functional, or customer-focused team environment.</li><li>Background in developing and deploying machine learning solutions in production settings.</li></ul><br/><br/>Please mention the word **ADVANTAGE** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human. data science, python, machine learning, analytics, stats, mathematics","['python', 'r', 'machine learning', 'tableau', 'power bi', 'statistics', 'communication']","python, r, machine learning, tableau, power bi, statistics, communication",7
Senior Software Developer Burnaby,Geotab,Burnaby,"<div><h1 class=""MuiGrid-root css-1j4zddb""><span style=""color: rgb(37, 71, 123);"">Who we are:</span></h1>
<div class=""MuiGrid-root css-17v2lcf""><span style=""color: rgb(102, 120, 140);"">Geotab Â® is a global leader in IoT and connected transportation and certified âGreat Place to Workâ¢.â We are a company of diverse and talented individuals who work together to help businesses grow and succeed, and increase the safety and sustainability of our communities.</span></div>
<div class=""MuiGrid-root css-17v2lcf"">&nbsp;</div>
<div class=""MuiGrid-root css-17v2lcf""><span style=""color: rgb(102, 120, 140);"">Geotab is advancing security, connecting commercial vehicles to the internet and providing web-based analytics to help customers better manage their fleets. Geotab's open platform and Geotab Marketplace Â®, offering hundreds of third-party solution options, allows both small and large businesses to automate operations by integrating vehicle data with their other data assets. Processing billions of data points a day, Geotab leverages data analytics and machine learning to improve productivity, optimize fleets through the reduction of fuel consumption, enhance driver safety and achieve strong compliance to regulatory changes.</span></div>
<div class=""MuiGrid-root css-17v2lcf"">&nbsp;</div>
<div class=""MuiGrid-root css-17v2lcf""><span style=""color: rgb(102, 120, 140);"">Our team is growing and we're looking for people who follow their passion, think differently and want to make an impact. Ours is a fast paced, ever changing environment. Geotabbers accept that challenge and are willing to take on new tasks and activities - ones that may not always be described in the initial job description. Join us for a fulfilling career with opportunities to innovate, great benefits, an<br/><br/>Please mention the word **LUCKINESS** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","senior, software, dev, engineer, machine learning, analytics",2026-05-01T00:00:26+00:00,,https://remoteOK.com/remote-jobs/remote-senior-software-developer-burnaby-geotab-1131407,machine-learning,"<div><h1 class=""MuiGrid-root css-1j4zddb""><span style=""color: rgb(37, 71, 123);"">Who we are:</span></h1>
<div class=""MuiGrid-root css-17v2lcf""><span style=""color: rgb(102, 120, 140);"">Geotab Â® is a global leader in IoT and connected transportation and certified âGreat Place to Workâ¢.â We are a company of diverse and talented individuals who work together to help businesses grow and succeed, and increase the safety and sustainability of our communities.</span></div>
<div class=""MuiGrid-root css-17v2lcf"">&nbsp;</div>
<div class=""MuiGrid-root css-17v2lcf""><span style=""color: rgb(102, 120, 140);"">Geotab is advancing security, connecting commercial vehicles to the internet and providing web-based analytics to help customers better manage their fleets. Geotab's open platform and Geotab Marketplace Â®, offering hundreds of third-party solution options, allows both small and large businesses to automate operations by integrating vehicle data with their other data assets. Processing billions of data points a day, Geotab leverages data analytics and machine learning to improve productivity, optimize fleets through the reduction of fuel consumption, enhance driver safety and achieve strong compliance to regulatory changes.</span></div>
<div class=""MuiGrid-root css-17v2lcf"">&nbsp;</div>
<div class=""MuiGrid-root css-17v2lcf""><span style=""color: rgb(102, 120, 140);"">Our team is growing and we're looking for people who follow their passion, think differently and want to make an impact. Ours is a fast paced, ever changing environment. Geotabbers accept that challenge and are willing to take on new tasks and activities - ones that may not always be described in the initial job description. Join us for a fulfilling career with opportunities to innovate, great benefits, an<br/><br/>Please mention the word **LUCKINESS** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human. senior, software, dev, engineer, machine learning, analytics",['machine learning'],machine learning,1
